system:index,B11,B12,B2,B3,B4,B8,ID,Latitude,Longitude,.geo
00000000000000001d05,1930.5,983.5,297.0,513.0,418.5,2777.5,KXLGVK,10.518349647521973,-13.354869842529297,"{""type"":""Point"",""coordinates"":[-13.354869842529299,10.518349647521973]}"
000000000000000018b4,2422.5,1471.0,455.0,730.0,686.0,2586.0,Q8MK3L,11.938920021057129,-13.237859725952148,"{""type"":""Point"",""coordinates"":[-13.237859725952148,11.93892002105713]}"
00000000000000001d68,2429.0,1519.0,508.5,754.0,827.0,2264.0,MIZJY1,11.914440155029297,-13.18220043182373,"{""type"":""Point"",""coordinates"":[-13.18220043182373,11.914440155029299]}"
00000000000000001d64,1941.5,1233.5,535.0,745.2,838.0,2096.0,87KVTG,11.902750015258789,-13.178839683532715,"{""type"":""Point"",""coordinates"":[-13.178839683532715,11.902750015258789]}"
00000000000000001d71,2738.0,1900.0,606.0,869.0,1003.5,2164.0,DALXIV,11.969820022583008,-13.176289558410645,"{""type"":""Point"",""coordinates"":[-13.176289558410646,11.969820022583008]}"
00000000000000001d72,2738.0,1900.0,606.0,869.0,1003.5,2164.0,W8M4O9,11.969820022583008,-13.176289558410645,"{""type"":""Point"",""coordinates"":[-13.176289558410646,11.969820022583008]}"
000000000000000018b0,2364.0,1819.0,529.0,710.0,899.0,2018.0,CAWE3Y,11.900469779968262,-13.174019813537598,"{""type"":""Point"",""coordinates"":[-13.174019813537598,11.900469779968262]}"
000000000000000018b1,3255.0,2632.0,757.6666666666666,1022.0,1352.0,2213.0,5SXV0T,11.90132999420166,-13.173879623413086,"{""type"":""Point"",""coordinates"":[-13.173879623413086,11.90132999420166]}"
00000000000000001d63,3255.0,2632.0,757.6666666666666,1022.0,1352.0,2213.0,C3CT74,11.90132999420166,-13.173879623413086,"{""type"":""Point"",""coordinates"":[-13.173879623413086,11.90132999420166]}"
00000000000000001d6b,3028.0,2482.0,702.0,914.0,1262.0,2134.0,WJP5SB,11.937029838562012,-13.171859741210938,"{""type"":""Point"",""coordinates"":[-13.171859741210938,11.937029838562012]}"
000000000000000018bd,2752.75,2080.25,620.3333333333334,893.0,1023.0,2243.5,ZPJTY5,11.970979690551758,-13.158080101013184,"{""type"":""Point"",""coordinates"":[-13.158080101013184,11.970979690551758]}"
00000000000000001d70,2640.041666666667,1807.1666666666665,484.0,768.25,850.1666666666667,2368.166666666667,3ARTMO,11.968310356140137,-13.157520294189453,"{""type"":""Point"",""coordinates"":[-13.157520294189453,11.968310356140137]}"
000000000000000018bb,2561.0,1835.0,486.25,772.5833333333333,840.5,2253.5,TK62LW,11.967300415039062,-13.1568603515625,"{""type"":""Point"",""coordinates"":[-13.156860351562502,11.967300415039062]}"
00000000000000001d6f,2561.0,1835.0,486.25,772.5833333333333,840.5,2253.5,Q7NEP3,11.967300415039062,-13.1568603515625,"{""type"":""Point"",""coordinates"":[-13.156860351562502,11.967300415039062]}"
000000000000000018b3,2461.0,1831.25,525.0,717.3333333333334,901.0,2072.5,AHXPTW,11.925640106201172,-13.153420448303223,"{""type"":""Point"",""coordinates"":[-13.153420448303224,11.925640106201172]}"
000000000000000018b9,2543.0,1847.0,528.1111111111111,792.5,865.1,2037.5,YS9W3P,11.961970329284668,-13.153169631958008,"{""type"":""Point"",""coordinates"":[-13.153169631958008,11.961970329284668]}"
000000000000000018b2,2277.5,1739.0,574.8333333333333,754.6666666666666,892.5,1869.5,Z91NLY,11.921950340270996,-13.15272045135498,"{""type"":""Point"",""coordinates"":[-13.152720451354982,11.921950340270998]}"
00000000000000001d69,2281.25,1599.5,510.20833333333337,761.8333333333334,837.3333333333334,2031.5,RI9ASN,11.920430183410645,-13.15132999420166,"{""type"":""Point"",""coordinates"":[-13.151329994201658,11.920430183410645]}"
000000000000000018b7,2939.5,2635.25,658.25,923.75,1064.2857142857142,2265.75,V8ZD9A,11.946260452270508,-13.151029586791992,"{""type"":""Point"",""coordinates"":[-13.151029586791992,11.946260452270508]}"
000000000000000018b5,2682.75,1959.75,506.75,803.0,826.0,2166.0,FH8D2Y,11.939519882202148,-13.150199890136719,"{""type"":""Point"",""coordinates"":[-13.15019989013672,11.939519882202148]}"
000000000000000018b6,2136.5,1357.0,400.8125,647.5,569.0,2585.0,945ON8,11.940119743347168,-13.149359703063965,"{""type"":""Point"",""coordinates"":[-13.149359703063967,11.940119743347168]}"
00000000000000001d6d,2982.25,2511.0,722.0,991.3,1211.3,2142.833333333333,MVTH8T,11.950949668884277,-13.136130332946777,"{""type"":""Point"",""coordinates"":[-13.13613033294678,11.950949668884277]}"
00000000000000001d67,2410.6666666666665,1631.0,517.3333333333334,764.6666666666666,808.0,2162.0,J78REY,11.907970428466797,-13.133480072021484,"{""type"":""Point"",""coordinates"":[-13.133480072021484,11.907970428466797]}"
00000000000000001d65,2981.5,2689.5,833.0,1103.0,1366.6666666666665,2059.0,DIT24N,11.905110359191895,-13.130419731140137,"{""type"":""Point"",""coordinates"":[-13.130419731140138,11.905110359191896]}"
00000000000000001d66,2981.5,2689.5,833.0,1103.0,1366.6666666666665,2059.0,203DHP,11.905110359191895,-13.130419731140137,"{""type"":""Point"",""coordinates"":[-13.130419731140138,11.905110359191896]}"
000000000000000018bc,3329.75,2868.0,855.3333333333334,1092.0,1434.6666666666667,2081.5,HAGENQ,11.967820167541504,-13.129790306091309,"{""type"":""Point"",""coordinates"":[-13.129790306091309,11.967820167541504]}"
00000000000000001d6c,2174.3333333333335,1264.75,501.2,848.6666666666667,697.6,2715.0,H09GZH,11.946840286254883,-13.109399795532227,"{""type"":""Point"",""coordinates"":[-13.109399795532227,11.946840286254883]}"
000000000000000018b8,2189.8,1293.0,460.0,779.0,722.0,2697.5,SLBJKX,11.953140258789062,-13.106679916381836,"{""type"":""Point"",""coordinates"":[-13.106679916381836,11.953140258789062]}"
00000000000000001d6a,2564.5,1750.5,529.8333333333334,786.875,867.625,2294.6666666666665,100OZD,11.927300453186035,-13.106169700622559,"{""type"":""Point"",""coordinates"":[-13.106169700622559,11.927300453186035]}"
00000000000000001d6e,2741.5,1834.75,535.6,777.5,922.0,2445.5,ZTUVT4,11.963959693908691,-13.105409622192383,"{""type"":""Point"",""coordinates"":[-13.105409622192385,11.963959693908693]}"
000000000000000018ba,1904.5,1079.75,390.14285714285717,631.5,501.75,2617.0,1JU666,11.965789794921875,-13.104530334472656,"{""type"":""Point"",""coordinates"":[-13.104530334472654,11.965789794921875]}"
000000000000000018eb,4552.0,3657.0,1066.6666666666667,1685.0,2380.0,3321.3333333333335,FARU2F,14.796489715576172,-11.037500381469727,"{""type"":""Point"",""coordinates"":[-11.037500381469727,14.796489715576172]}"
00000000000000001da2,4618.0,3347.5,1077.0,1706.6666666666667,2418.0,3440.0,8LEE8O,14.835479736328125,-11.036439895629883,"{""type"":""Point"",""coordinates"":[-11.036439895629883,14.835479736328125]}"
00000000000000001d93,4967.333333333333,4195.0,1013.0,1587.0,2368.0,3384.0,UHYTY6,14.795889854431152,-11.035940170288086,"{""type"":""Point"",""coordinates"":[-11.035940170288084,14.795889854431152]}"
00000000000000001d90,4754.0,3133.0,1140.0,1706.0,2450.0,3572.0,9AMBDF,14.77515983581543,-11.035759925842285,"{""type"":""Point"",""coordinates"":[-11.035759925842285,14.77515983581543]}"
00000000000000001da3,4461.0,3175.0,1173.3333333333333,1864.0,2564.0,3525.0,DMLKFI,14.836859703063965,-11.034079551696777,"{""type"":""Point"",""coordinates"":[-11.034079551696777,14.836859703063967]}"
000000000000000018e7,4942.0,3984.0,1094.0,1720.0,2483.3333333333335,3400.0,79MY4Y,14.77575969696045,-11.033820152282715,"{""type"":""Point"",""coordinates"":[-11.033820152282715,14.77575969696045]}"
00000000000000001d9c,3717.75,3182.0,794.5555555555555,1197.5,1690.0,2509.6,AA0URH,14.82151985168457,-11.032859802246094,"{""type"":""Point"",""coordinates"":[-11.032859802246094,14.821519851684574]}"
000000000000000018ec,5321.5,4458.666666666667,1139.6,1779.0,2698.6666666666665,3641.0,VY0LDF,14.801360130310059,-11.032600402832031,"{""type"":""Point"",""coordinates"":[-11.032600402832033,14.801360130310059]}"
000000000000000018f4,4058.3333333333335,3188.0,941.0,1418.6666666666667,2067.5,2998.0,XQEQIG,14.828060150146484,-11.030329704284668,"{""type"":""Point"",""coordinates"":[-11.030329704284668,14.828060150146484]}"
000000000000000018f9,4343.0,2980.0,981.75,1453.5,2167.0,3082.0,HK6P4H,14.84220027923584,-11.017820358276367,"{""type"":""Point"",""coordinates"":[-11.017820358276367,14.842200279235843]}"
00000000000000001d94,5236.0,4180.0,1262.0,1964.0,2754.0,3706.0,IYDNHT,14.798930168151855,-11.016759872436523,"{""type"":""Point"",""coordinates"":[-11.016759872436523,14.798930168151855]}"
00000000000000001d95,5236.0,4180.0,1262.0,1964.0,2754.0,3706.0,JR7GQI,14.798930168151855,-11.016759872436523,"{""type"":""Point"",""coordinates"":[-11.016759872436523,14.798930168151855]}"
00000000000000001da4,4531.0,3343.5,1008.0,1520.8,2184.6666666666665,3055.25,5SS04U,14.83899974822998,-11.016349792480469,"{""type"":""Point"",""coordinates"":[-11.01634979248047,14.83899974822998]}"
00000000000000001d92,5316.0,4110.333333333333,1356.5714285714287,2052.0,2864.5,3752.0,U30ZFN,14.793499946594238,-11.015580177307129,"{""type"":""Point"",""coordinates"":[-11.01558017730713,14.793499946594237]}"
00000000000000001d9e,4599.0,3030.3333333333335,918.0,1413.0,2220.0,3236.0,KAKU68,14.827099800109863,-11.014049530029297,"{""type"":""Point"",""coordinates"":[-11.014049530029297,14.827099800109863]}"
00000000000000001da7,4618.0,3282.0,1073.0,1624.0,2353.6,3282.0,8SMY4M,14.842340469360352,-11.01272964477539,"{""type"":""Point"",""coordinates"":[-11.012729644775392,14.842340469360348]}"
0000000000000000092c,2958.0,2356.0,711.0,1114.0,1372.0,2612.6666666666665,K5EUPV,14.76867961883545,-11.012680053710938,"{""type"":""Point"",""coordinates"":[-11.01268005371094,14.768679618835451]}"
00000000000000001d96,5723.25,4980.5,1194.1818181818182,2036.0,3062.4,3925.3333333333335,OGID35,14.800169944763184,-11.011759757995605,"{""type"":""Point"",""coordinates"":[-11.011759757995605,14.800169944763185]}"
00000000000000001d8f,2553.0,1966.0,630.0,967.0,1299.0,2323.6,LTMLK4,14.765830039978027,-11.01099967956543,"{""type"":""Point"",""coordinates"":[-11.01099967956543,14.765830039978024]}"
000000000000000018f5,5283.666666666667,4627.333333333333,1238.0,1992.6666666666667,2710.6666666666665,3543.5,MX53OK,14.830060005187988,-11.009499549865723,"{""type"":""Point"",""coordinates"":[-11.009499549865723,14.830060005187988]}"
000000000000000018e6,4627.5,4346.5,1162.0,1868.0,2824.0,3692.0,4E5J3G,14.771149635314941,-11.008560180664062,"{""type"":""Point"",""coordinates"":[-11.00856018066406,14.771149635314941]}"
000000000000000018f8,4875.0,3497.0,1076.0,1556.0,2217.3333333333335,3140.5,6NGIU8,14.837900161743164,-10.994050025939941,"{""type"":""Point"",""coordinates"":[-10.994050025939941,14.837900161743164]}"
00000000000000001da6,4680.5,3482.0,1131.0,1774.0,2460.0,3438.6666666666665,9PAJYL,14.841879844665527,-10.991680145263672,"{""type"":""Point"",""coordinates"":[-10.99168014526367,14.84187984466553]}"
00000000000000001d91,5402.0,4983.0,1242.6666666666667,2027.0,3141.0,4068.0,U3QCF4,14.777939796447754,-10.990900039672852,"{""type"":""Point"",""coordinates"":[-10.990900039672852,14.777939796447754]}"
00000000000000001da5,4511.0,3112.5,1056.0,1592.0,2388.0,3460.0,NW3XRM,14.839550018310547,-10.990750312805176,"{""type"":""Point"",""coordinates"":[-10.990750312805174,14.839550018310543]}"
000000000000000018e8,5125.0,4631.25,1288.3076923076924,1930.0,2776.5,3748.6666666666665,WJIJ6P,14.777560234069824,-10.990579605102539,"{""type"":""Point"",""coordinates"":[-10.990579605102537,14.777560234069826]}"
000000000000000018f2,5349.4,4509.5,1230.857142857143,2058.6666666666665,2996.0,3779.3333333333335,B60H5C,14.826350212097168,-10.989130020141602,"{""type"":""Point"",""coordinates"":[-10.989130020141602,14.826350212097166]}"
000000000000000018f3,5011.0,3837.0,1076.5,1777.0,2598.0,3571.2,X1YPI3,14.826780319213867,-10.988960266113281,"{""type"":""Point"",""coordinates"":[-10.988960266113281,14.826780319213864]}"
000000000000000018fa,5539.0,4655.0,1327.0,1975.0,2734.0,3671.0,3WL4XP,14.842780113220215,-10.987549781799316,"{""type"":""Point"",""coordinates"":[-10.987549781799318,14.842780113220215]}"
00000000000000001d9d,4949.0,3475.0,1102.0,1634.0,2512.0,3480.0,V24YXJ,14.824029922485352,-10.987159729003906,"{""type"":""Point"",""coordinates"":[-10.987159729003906,14.824029922485353]}"
000000000000000018ed,5073.5,3697.0,1120.0,1766.0,2615.0,3540.0,UFL3JD,14.80243968963623,-10.982049942016602,"{""type"":""Point"",""coordinates"":[-10.982049942016602,14.802439689636229]}"
000000000000000018f1,5316.0,4070.0,1288.5,1940.0,2722.0,3623.3333333333335,J2GXM3,14.817549705505371,-10.965849876403809,"{""type"":""Point"",""coordinates"":[-10.965849876403809,14.817549705505373]}"
00000000000000001d9b,4678.0,3146.5,1067.0,1632.0,2402.0,3445.3333333333335,GVGG9T,14.819510459899902,-10.965339660644531,"{""type"":""Point"",""coordinates"":[-10.965339660644531,14.819510459899902]}"
000000000000000018e9,3295.0,2689.0,807.7142857142857,1236.5,1684.0,2874.75,KEBRSB,14.784259796142578,-10.964090347290039,"{""type"":""Point"",""coordinates"":[-10.964090347290039,14.78425979614258]}"
000000000000000018fb,4665.0,3638.0,992.0,1526.0,2190.0,3110.0,B76MS9,14.847550392150879,-10.961310386657715,"{""type"":""Point"",""coordinates"":[-10.961310386657713,14.847550392150875]}"
000000000000000018ea,4232.625,3573.0,1111.0,1655.3333333333333,2322.6666666666665,3288.0,2RD4R0,14.79321002960205,-10.954290390014648,"{""type"":""Point"",""coordinates"":[-10.954290390014647,14.79321002960205]}"
000000000000000018fd,4648.5,3311.5,880.0,1266.0,1889.0,3398.6666666666665,K6HKHX,14.856980323791504,-7.848219871520996,"{""type"":""Point"",""coordinates"":[-7.848219871520994,14.856980323791504]}"
00000000000000000931,4084.0,2960.0,808.0,1210.0,1639.0,3062.8,BOG5XV,14.812359809875488,-7.846310138702393,"{""type"":""Point"",""coordinates"":[-7.8463101387023935,14.81235980987549]}"
00000000000000001dab,4830.0,3637.0,945.0,1431.0,2078.5,3516.2,GBCQN4,14.85867977142334,-7.84621000289917,"{""type"":""Point"",""coordinates"":[-7.846210002899171,14.858679771423338]}"
000000000000000018ee,4407.25,3160.0,911.0,1274.0,1829.0,3252.0,1X6AVQ,14.80685043334961,-7.841879844665527,"{""type"":""Point"",""coordinates"":[-7.841879844665526,14.806850433349606]}"
00000000000000001d98,4407.25,3160.0,911.0,1274.0,1829.0,3252.0,YQDTCR,14.80685043334961,-7.841879844665527,"{""type"":""Point"",""coordinates"":[-7.841879844665526,14.806850433349606]}"
00000000000000001908,5768.0,5323.0,1172.6666666666667,1819.0,2775.3333333333335,3818.5,K3NNQV,14.880359649658203,-7.839859962463379,"{""type"":""Point"",""coordinates"":[-7.839859962463381,14.880359649658208]}"
00000000000000001da1,4819.0,3706.0,1160.0,1739.0,2462.0,3478.6666666666665,FO0520,14.833330154418945,-7.837460041046143,"{""type"":""Point"",""coordinates"":[-7.837460041046143,14.833330154418947]}"
00000000000000001904,5150.75,3916.0,1162.0,1739.0,2461.5,3677.0,YRIEHW,14.8720703125,-7.8265299797058105,"{""type"":""Point"",""coordinates"":[-7.826529979705811,14.872070312500005]}"
00000000000000001907,4739.0,3320.5,1026.75,1543.0,2180.0,3589.0,JQI2EU,14.877639770507812,-7.825769901275635,"{""type"":""Point"",""coordinates"":[-7.825769901275634,14.877639770507812]}"
000000000000000018f7,3877.0,2743.0,918.0,1259.0,1700.0,3061.0,9H7EML,14.831709861755371,-7.82243013381958,"{""type"":""Point"",""coordinates"":[-7.822430133819582,14.831709861755368]}"
00000000000000001d99,4064.0,2778.0,891.0,1300.0,1686.0,3230.0,P949VG,14.807040214538574,-7.821969985961914,"{""type"":""Point"",""coordinates"":[-7.821969985961915,14.807040214538574]}"
00000000000000000932,4905.0,3864.6666666666665,995.5,1566.0,2278.0,3546.0,ED0KZ4,14.859199523925781,-7.820950031280518,"{""type"":""Point"",""coordinates"":[-7.820950031280517,14.859199523925783]}"
000000000000000018fe,4712.5,3526.5,1071.5,1569.0,2264.0,3453.166666666667,75S24I,14.858360290527344,-7.820839881896973,"{""type"":""Point"",""coordinates"":[-7.820839881896973,14.858360290527344]}"
000000000000000018ff,4712.5,3526.5,1071.5,1569.0,2264.0,3453.166666666667,2IXYTX,14.858360290527344,-7.820839881896973,"{""type"":""Point"",""coordinates"":[-7.820839881896973,14.858360290527344]}"
00000000000000001906,4558.0,3159.5,1012.0,1532.0,2199.0,3511.5,FWPIXW,14.875749588012695,-7.819900035858154,"{""type"":""Point"",""coordinates"":[-7.819900035858154,14.875749588012697]}"
00000000000000001902,4856.0,3699.0,1027.0,1548.0,2287.5,3604.6666666666665,NB5WRX,14.859330177307129,-7.819459915161133,"{""type"":""Point"",""coordinates"":[-7.819459915161133,14.85933017730713]}"
00000000000000001da0,4213.5,2985.3333333333335,847.0,1228.0,1577.0,3061.0,C67278,14.831850051879883,-7.8107099533081055,"{""type"":""Point"",""coordinates"":[-7.8107099533081055,14.831850051879888]}"
000000000000000027b2,4717.25,3498.5,977.5,1397.5,2088.6666666666665,3377.5,WQVBFH,14.855690002441406,-7.809609889984131,"{""type"":""Point"",""coordinates"":[-7.809609889984132,14.85569000244141]}"
0000000000000000093c,4656.0,3343.75,1036.3333333333335,1490.0,2174.0,3391.5,S3D9C3,14.854940414428711,-7.808819770812988,"{""type"":""Point"",""coordinates"":[-7.8088197708129865,14.854940414428711]}"
00000000000000000934,4588.0,3310.6666666666665,974.4,1425.0,2031.6666666666667,3343.0,EGLV80,14.856800079345703,-7.807340145111084,"{""type"":""Point"",""coordinates"":[-7.807340145111085,14.856800079345705]}"
00000000000000001901,4785.0,3611.5,993.5,1484.0,2220.0,3472.2,18UB01,14.859040260314941,-7.8072099685668945,"{""type"":""Point"",""coordinates"":[-7.807209968566897,14.85904026031494]}"
00000000000000001dac,4785.0,3611.5,993.5,1484.0,2220.0,3472.2,PG2Z63,14.859040260314941,-7.8072099685668945,"{""type"":""Point"",""coordinates"":[-7.807209968566897,14.85904026031494]}"
00000000000000001daa,4746.666666666667,3482.3333333333335,1079.6,1575.5,2251.333333333333,3480.6666666666665,H320AF,14.858610153198242,-7.806180000305176,"{""type"":""Point"",""coordinates"":[-7.806180000305174,14.858610153198242]}"
00000000000000001d9f,3932.5,2793.0,808.5,1152.0,1580.0,2939.0,MCBCPD,14.830719947814941,-7.803979873657227,"{""type"":""Point"",""coordinates"":[-7.803979873657226,14.830719947814941]}"
00000000000000001d97,4234.0,2920.5,900.75,1262.0,1670.0,3059.5,TIW6PC,14.802390098571777,-7.802879810333252,"{""type"":""Point"",""coordinates"":[-7.802879810333254,14.80239009857178]}"
000000000000000018ef,4380.0,3143.0,1012.0,1388.0,1830.0,3172.0,CERNVO,14.809769630432129,-7.802760124206543,"{""type"":""Point"",""coordinates"":[-7.802760124206541,14.809769630432129]}"
00000000000000001903,4864.5,3509.0,1140.0,1617.5,2167.0,3544.0,24Y39W,14.859430313110352,-7.801889896392822,"{""type"":""Point"",""coordinates"":[-7.801889896392824,14.85943031311035]}"
00000000000000000933,4420.0,3115.166666666667,872.75,1253.0,1799.0,3266.5,O3NRAW,14.856200218200684,-7.801799774169922,"{""type"":""Point"",""coordinates"":[-7.801799774169922,14.856200218200682]}"
00000000000000001da9,4420.0,3115.166666666667,872.75,1253.0,1799.0,3266.5,0T21M0,14.856200218200684,-7.801799774169922,"{""type"":""Point"",""coordinates"":[-7.801799774169922,14.856200218200682]}"
00000000000000001d9a,4355.0,3049.0,924.0,1338.0,1806.0,3105.0,16Q4CH,14.808030128479004,-7.8017401695251465,"{""type"":""Point"",""coordinates"":[-7.801740169525147,14.808030128479004]}"
