ID,Longitude,Latitude
5VG853,34.62716,-8.81593
85OTVS,32.95721,-8.81564
DZG82L,34.8872,-8.81536
EPJBR6,34.62446,-8.81519
BCSAL2,34.61065,-8.81499
6SP1PC,34.68117,-8.81438
4GCHEI,32.65913,-8.81274
OHTIZW,32.95169,-8.81272
KB0MOT,32.65924,-8.81268
BJGH02,32.65831,-8.81265
29JXX3,34.6112,-8.81081
3N3A86,36.15441,-8.81062
2KFIYG,36.17494,-8.81053
QWNPUO,36.156,-8.8105
VV5TRP,32.65529,-8.80999
157UOA,32.65649,-8.80907
53L4NO,32.96823,-8.80878
E0RDVR,35.80703,-8.80873
OGE57C,35.80685,-8.80855
J9MIGU,36.21787,-8.80828
GN7163,31.86081,-8.80769
C8EEFN,36.21881,-8.80746
21B0OA,35.78823,-8.8074
0JWU1L,36.13569,-8.8059
Z6Q1DX,32.2287,-8.80583
XXHEQK,32.22892,-8.80568
AXJ0FN,36.23235,-8.80564
AFN1P2,36.15683,-8.80534
LZIN89,32.97338,-8.80508
6R4SC5,35.83731,-8.80506
E1GI84,32.22443,-8.80487
OJRHWK,32.7182,-8.80485
4GYKY4,36.23418,-8.80483
BAWF7A,36.22415,-8.80475
0V51OR,32.71991,-8.80401
JM4P5Z,32.6936,-8.80389
2APZPH,36.21957,-8.80381
PNJFUJ,35.84044,-8.80351
IZEZRG,36.14304,-8.80326
D0IDUE,32.68896,-8.80295
UEYVDI,35.7889,-8.80295
ODU8B1,35.81399,-8.80271
FE7KGY,35.79466,-8.80263
Q9CN84,32.69453,-8.80258
Z2CAN9,36.28599,-8.80205
U65MI5,32.71495,-8.80196
GF45T1,35.78946,-8.80191
4J6US7,35.834,-8.80185
B0V81Z,36.17979,-8.80156
P40BRH,32.9741,-8.80149
UGZER2,36.2815,-8.80148
I6O3C2,35.8404,-8.80107
SW3YD3,36.23233,-8.80099
TAFOD8,36.1712,-8.80075
FG1NRQ,32.69259,-8.8002
VCHJ4U,32.97323,-8.80008
LXJ6L1,36.3006,-8.79896
J8OHEE,34.20642,-8.79788
FYHE0B,36.23219,-8.79758
DF4UR6,36.30605,-8.79721
H0Z8WQ,32.21239,-8.79649
YHXHXK,31.86157,-8.79638
Y3XWAS,32.20582,-8.79629
BJHWPQ,36.17833,-8.79627
4K3Z5U,31.86282,-8.7962
5AWMOO,36.28317,-8.79612
AGG8P8,34.20564,-8.796
L1KYD6,35.80539,-8.79559
S1JSWO,35.7988,-8.79544
QBKSM2,34.21168,-8.79513
8GJ8N5,34.21174,-8.79508
BQ8MXU,33.90592,-8.79453
UCBPBP,36.29224,-8.7944
FPBMQS,36.29042,-8.79348
OZEAPG,35.80303,-8.79271
NO2Q84,36.24571,-8.79145
YBNSMF,36.16446,-8.78986
F0KL1E,36.25198,-8.78956
NLOEWB,33.91253,-8.78875
MFIXPJ,36.24379,-8.78872
M3DTQN,32.89841,-8.78782
C21I22,33.90437,-8.78776
0JYRLU,36.24742,-8.78775
8ZR2R9,36.16897,-8.78729
J7D800,36.16895,-8.78542
AK5PUU,32.92123,-8.78512
HYEX4Y,33.89242,-8.78503
85NYF9,36.19527,-8.78466
GGM8Z9,33.89152,-8.78314
30FMW7,33.85117,-8.78261
XA2WNS,33.886,-8.78133
GMKCSV,33.85331,-8.78092
7HC5NZ,33.94508,-8.78079
QCLLV7,36.19048,-8.78026
U73GXL,33.94599,-8.77996
T6SRRR,32.84712,-8.77975
HHAFXK,34.23478,-8.77942
X8KR1X,33.89411,-8.77866
7B0G1Y,32.84465,-8.77849
0PQN59,32.8421,-8.77766
2RU1VK,35.83148,-8.77754
810ID1,36.19613,-8.77743
E1TUSD,33.93215,-8.77712
I5H355,33.93521,-8.77706
GBFZDX,32.84953,-8.77701
UDKMJN,33.86053,-8.77672
NIYX8O,32.8492,-8.77669
HW8F80,31.77279,-8.77411
G86QYB,36.19321,-8.77389
BLYV4D,36.18872,-8.77388
WT8OW6,36.29904,-8.77382
XG5Z4W,33.9022,-8.77331
HXZBES,31.76001,-8.77324
U8KTNH,32.84894,-8.77321
DC7800,31.81439,-8.77259
VYY2Q7,36.19326,-8.77202
5QW95O,36.30165,-8.77193
4A2T4S,33.93143,-8.77179
UBU44D,31.81352,-8.7717
YDP4S8,31.76445,-8.77142
JSR3X1,31.76541,-8.77052
T5DTSC,33.89753,-8.76965
SYA6OO,31.75532,-8.76956
8BMHMQ,36.29989,-8.76934
W0LQIH,34.2095,-8.76902
SM4K4V,31.76442,-8.76871
6AS8PI,31.81437,-8.76809
QMZY1U,31.7617,-8.76781
68ZGTE,33.86746,-8.76762
2T02MO,36.19311,-8.76754
X7MH4Y,31.76255,-8.76685
T8KGQH,36.20041,-8.7666
FWDLEA,31.81067,-8.76623
3X9EOB,36.21217,-8.76595
T0AQVE,36.19851,-8.76581
WPHYAK,36.27876,-8.76555
42M8IZ,34.21145,-8.76528
ZG4HQ9,36.27304,-8.76366
UZ1QXG,36.21127,-8.76312
1TCJAQ,36.1884,-8.76295
2YF7EI,34.20652,-8.7627
C8D5L4,34.20651,-8.76263
FKG47U,36.19844,-8.76218
Z0AQCJ,36.20194,-8.76218
93DGEW,36.28047,-8.76191
V7MH85,36.27501,-8.76184
FW8X1N,36.28568,-8.76104
PNNHWG,36.2748,-8.76012
Z3QMSI,35.841,-8.75971
ZFO9ZH,34.21353,-8.75912
YW3MDM,35.8333,-8.75853
EV1Z23,34.24935,-8.7584
R0GKF3,34.24904,-8.75834
QR4OLQ,34.21907,-8.75821
N9CKLL,35.82843,-8.75757
IOS6U4,35.82888,-8.75726
HO8U98,33.90637,-8.75708
9JPCOA,35.83397,-8.75638
JUJVL8,33.90544,-8.7562
8RR6KE,31.82124,-8.75443
MCSXEK,33.90354,-8.75432
E3K51Q,34.0082,-8.75404
41A2TV,34.25546,-8.754
ZE1FJ1,31.81498,-8.75356
Z0AHYA,34.00358,-8.7524
TNC1RG,36.75248,-8.75114
OJXVDC,36.72504,-8.751
XEGZY5,33.85894,-8.75042
A952C9,33.8553,-8.74943
901D17,36.72414,-8.74911
G91F3L,31.82132,-8.74909
47P9LL,31.81672,-8.74905
1ND02N,31.82146,-8.74894
5Q18HJ,33.86247,-8.7487
VS7S7G,31.81572,-8.74819
OTJ4RH,33.86008,-8.74599
ICSKZF,36.71862,-8.74538
DY328N,33.86063,-8.74505
HVUXDX,33.85057,-8.74404
S7A2T3,36.28088,-8.74299
DY388I,31.81974,-8.74285
Q9AC9E,36.2843,-8.74261
0AJGFP,34.23049,-8.74205
TYAIHC,33.8516,-8.74189
XNJTXR,33.89236,-8.74159
9FRAHR,33.89324,-8.74072
H3DAJB,36.73034,-8.74029
MEHX9G,33.89216,-8.73974
ODBRX7,36.73024,-8.73921
2KH3DA,34.20417,-8.73911
I4HWNF,31.81552,-8.73908
GWGCGR,34.23592,-8.73846
ANGUMV,36.30437,-8.73776
LP2TUL,36.30347,-8.73774
B4DIY4,34.23413,-8.73748
SXF6PY,34.20499,-8.73733
6DGYUF,34.2097,-8.7373
UB8882,36.30532,-8.73691
6A0UL7,33.85315,-8.73678
1NP9HJ,34.20663,-8.73568
JB87V1,34.2067,-8.73561
CC4Q9J,36.30344,-8.73508
D7SPGG,33.85405,-8.73412
BHSOGY,33.8513,-8.73407
Q29WLK,36.72467,-8.73372
EZ3KJW,36.71826,-8.73283
MZPPRP,33.9532,-8.73228
QY260I,33.90198,-8.73177
SLAMU3,36.72,-8.73104
O416I0,33.89851,-8.73078
6L0EVC,33.9876,-8.73051
2X155O,33.98739,-8.72902
HF4YDY,33.90117,-8.72897
8GWGKH,34.00205,-8.72875
P0Y0TQ,33.89935,-8.72812
A74HZJ,33.98936,-8.72781
17WBJU,33.94843,-8.72755
BXI12V,33.99384,-8.72695
1M4CI8,34.26748,-8.72598
XKLGF6,33.98825,-8.72589
9U5VYR,33.9938,-8.72508
FRO8RW,34.27109,-8.72422
4YIO2Y,33.87831,-8.72404
NHNY88,31.79443,-8.72263
XGDEX3,31.78717,-8.7226
07ABBL,33.8928,-8.72165
5ETYPD,34.26927,-8.7215
E4LRQ8,31.7881,-8.72082
69DNX1,34.01277,-8.72068
F89ZR7,34.23293,-8.72027
1JRKAU,34.27692,-8.71906
336JMC,33.89095,-8.719
6X7IU9,31.78436,-8.71897
65RAX1,34.23541,-8.71813
DO92Y1,34.01184,-8.71796
ESDF86,31.81793,-8.71742
XEIWJU,31.81692,-8.71644
6FX948,31.82223,-8.71644
DX4NBP,31.78157,-8.71627
75V57D,31.82054,-8.71553
YBE3UD,31.78157,-8.71534
HQAA56,31.82056,-8.71373
CZ7UNR,33.83797,-8.71244
ZK4V6F,31.7578,-8.71135
FAKZT0,33.93346,-8.71119
7QZEXT,31.7761,-8.71076
Q0DHNG,31.75139,-8.71015
ZO0KCK,34.34465,-8.70825
R9NE7S,34.34515,-8.70791
HG7MYQ,33.83529,-8.7078
PVKQHP,33.94521,-8.70756
POAJ40,33.94697,-8.70755
WXN107,33.94614,-8.70669
BX1W1P,31.77687,-8.70626
S85B5P,31.75606,-8.70614
4U3WFU,33.83063,-8.70592
2663KV,34.33706,-8.7057
JD17C4,31.75696,-8.70511
CHHTS3,34.34643,-8.70372
AC2L8A,34.30009,-8.70257
M36ZZR,31.75228,-8.70247
EY9QMR,34.29382,-8.70227
55PJSF,34.29495,-8.70204
1X16XS,34.29512,-8.70178
F0J59G,34.33472,-8.70082
5B30WL,34.33708,-8.69696
PAKXT3,32.40093,-8.69621
EUSLD6,32.39899,-8.69259
8RLUQU,31.75294,-8.69254
Z99MSN,32.39709,-8.69171
PVYKSK,31.77116,-8.69077
2VIAUR,31.60358,-8.68964
36ULBG,31.71945,-8.68964
MO3W1A,31.60351,-8.68964
Z83KB1,34.35209,-8.68944
5VS0ZH,31.76834,-8.68896
ZD0EPZ,31.77383,-8.68807
3LCZ28,31.59779,-8.68716
E4HEEK,31.75481,-8.68712
QI8LAL,31.77014,-8.68631
61TILT,31.76831,-8.68537
STB59D,31.75841,-8.68536
5V5QLJ,31.71972,-8.6851
D5AYRS,31.75736,-8.67988
4E1TSQ,31.71734,-8.67877
CLRFM2,31.75545,-8.67623
0OD77D,34.349,-8.67531
QDVSMH,31.788,-8.67282
R3BQP0,34.37995,-8.67257
P8H9X8,34.37995,-8.67257
E8JCYM,31.78894,-8.67191
GEO8Y1,31.78623,-8.67187
LRC911,34.37545,-8.671
OVZTRU,34.37629,-8.67073
N2I9TP,31.70096,-8.67049
NK1WDQ,31.69823,-8.67031
QACT76,31.70355,-8.66975
ZCKUI0,34.37438,-8.66799
TGF1T4,31.70266,-8.66781
YV0VBB,31.7889,-8.66661
ZQ3HZY,31.79069,-8.66641
3MIIUS,34.37704,-8.66528
5M8SCG,34.33489,-8.66042
UA8IQW,34.33471,-8.66039
806REH,34.3542,-8.65968
OL31HM,34.37691,-8.65714
S9TWXG,31.77047,-8.65642
AXFZVR,31.77578,-8.65581
CF80I5,31.77505,-8.65278
D152ZI,34.35405,-8.65077
VJ5Y3P,31.68618,-8.64681
GDKYZQ,31.64967,-8.64672
1MZHTJ,32.41713,-8.6448
0LQYMK,34.3255,-8.64468
MSBXNO,31.71037,-8.64343
6272RV,31.66955,-8.64319
9GGQLW,31.62146,-8.64295
Y6AZ1O,31.62151,-8.64293
O0T2ER,31.69404,-8.64247
GD5G7Y,34.32468,-8.64239
LAND3D,34.32467,-8.64238
PGKAEK,31.61605,-8.64194
ZQUTD5,31.70491,-8.64067
TAJ9IB,34.32313,-8.64052
TPJLMG,31.62046,-8.64022
HFXNCI,31.60243,-8.64008
DFR1AZ,31.60151,-8.64002
QNVX35,31.70668,-8.63978
WPHQDO,31.67582,-8.63961
QXV0M6,31.61783,-8.63928
POTNCQ,34.32494,-8.63878
G7VFCD,31.65317,-8.63858
QHTLPF,31.59508,-8.63827
DHRWUY,31.81276,-8.63769
7P5S2P,31.80069,-8.63629
AWX2OF,34.32632,-8.63595
P2AY2R,31.79822,-8.63577
I9QWZ1,31.67208,-8.63519
3XYHAH,31.81553,-8.63494
BGQJHP,31.81275,-8.6349
X5OV9F,31.79545,-8.63488
L63WSF,34.32503,-8.63251
UCH06Y,31.58679,-8.63184
68F87X,31.67381,-8.63152
S1SHZ7,31.80078,-8.63124
B94Z9H,31.59225,-8.63095
DKRI3S,32.40781,-8.6302
1TQTHW,31.59129,-8.63004
UOHNZ2,34.30801,-8.62964
YGSWSO,34.3081,-8.62962
AUB4GN,34.32675,-8.62863
2GX14X,31.60534,-8.62824
IMDAIP,34.34702,-8.62716
ELX3PQ,31.60774,-8.62712
5P5OBR,31.60157,-8.62653
OFPQJY,34.35238,-8.62558
UKSNOH,31.60959,-8.62371
4I5E3M,31.80787,-8.61952
OE8OCD,34.34961,-8.61904
ASJTN0,34.36689,-8.61829
B6PVWP,34.35417,-8.61818
BEZH1T,31.78492,-8.61784
2VMK16,34.35047,-8.61724
HKL3BS,34.41971,-8.61712
NXKVDX,34.41953,-8.61681
JSWA77,31.80724,-8.61596
C0NELH,34.37411,-8.61592
3AHIQF,34.42133,-8.61506
DJ92AA,34.40861,-8.61496
WBA5QY,31.77788,-8.61478
8S7BB1,34.4232,-8.61473
BNXEFP,34.37856,-8.61472
1SG7WK,34.45315,-8.61431
VYDRRC,33.89317,-8.61418
R1EDWQ,34.36584,-8.61377
I6SH1P,34.35224,-8.61362
S79R4Q,34.3159,-8.61342
9WBLJ7,34.31663,-8.61313
626TFY,33.85035,-8.61298
O8NLUF,34.34581,-8.61267
L3J771,34.30937,-8.61261
P22E7M,34.30956,-8.61257
ORGU5L,34.40215,-8.61215
EKCIXS,31.78323,-8.61214
Y3QTZM,33.89759,-8.61162
2X3WPJ,33.8958,-8.61146
NF5BDI,34.42395,-8.61141
GSJUXT,31.77144,-8.61117
NU65T7,31.76964,-8.61109
TIN77F,31.77142,-8.61106
ODRTWU,34.42397,-8.61055
5KOV2G,31.77141,-8.60937
YJQCGS,33.89665,-8.60877
N6HBRB,34.34303,-8.60817
5ED43O,32.89293,-8.60779
S57SLA,32.94964,-8.60773
UGGSZD,32.94959,-8.60762
SK2LUK,32.95191,-8.60728
EBTY99,32.8992,-8.60506
AA6TTD,33.86205,-8.60493
JGZK5E,34.30696,-8.6049
7UGQTL,32.8674,-8.6049
KI5CYE,33.85842,-8.6049
0KDB7G,32.94732,-8.60455
IDGWDM,31.59222,-8.60419
NC5XI2,34.30574,-8.60416
0344SP,34.30605,-8.60385
LO9FXR,32.86742,-8.60317
0QUSDN,32.8701,-8.60312
QABQ48,32.8644,-8.60245
PQQFOH,32.89729,-8.60243
538Q6S,32.89822,-8.60236
4K9J3R,33.85564,-8.60218
7RW634,34.30228,-8.60195
XH2JV4,33.85743,-8.60128
62BLT8,32.95176,-8.60097
KYPG3U,34.33825,-8.60094
1AQZQO,34.30809,-8.60068
GF24T4,34.30824,-8.60067
KLGMJI,32.91635,-8.59979
Z0RU06,33.00002,-8.59939
ASB00E,32.99995,-8.59937
HZDQZD,34.46371,-8.59904
XN1RFT,32.94178,-8.59903
CUJ6KD,34.33363,-8.59902
Q9K6II,32.91817,-8.59892
S66RHW,32.93725,-8.5983
HBZJOO,32.92089,-8.59803
CB8JII,34.32818,-8.59721
10HW1R,34.4364,-8.59699
SPF419,34.3845,-8.59671
LVLCRW,34.38522,-8.59668
PQHGAD,34.46829,-8.59627
K71MVC,34.43816,-8.59617
1549PM,33.85822,-8.59587
ROMJJQ,33.85546,-8.59496
PGMWFS,34.38357,-8.59488
YZBUT4,34.46361,-8.59455
HCJ1PG,34.46722,-8.59454
6EDKC7,34.32995,-8.59452
54XGOR,34.38716,-8.59315
ZQUXIM,32.99885,-8.59305
ACYTUU,33.86266,-8.59228
2EIQ59,32.99608,-8.59217
R8Z3X8,32.92162,-8.59174
Q17ZCG,32.91524,-8.59163
1XM63D,33.00338,-8.59127
O1B5U6,32.93067,-8.59086
SNAXEW,33.88076,-8.59059
23PD2D,32.8408,-8.59029
PT62M4,32.84088,-8.58928
FB304R,32.85251,-8.58856
NVGXU0,32.85433,-8.58854
KVSTKY,32.84718,-8.58849
UMUSUI,33.00415,-8.58765
MT074K,33.00775,-8.58592
J4QJNW,33.00415,-8.58587
S4OTLV,32.84524,-8.5849
8S33M0,32.9288,-8.58449
NZIDYR,33.00501,-8.58405
NQVDOJ,32.91421,-8.58357
HOGM28,32.9142,-8.58351
6YSP2A,32.91146,-8.58344
QOJXJC,32.84076,-8.58279
VT2XZG,32.9332,-8.58277
6WGZHA,32.92865,-8.5827
1W4PLA,32.84881,-8.58219
HDPMAO,32.84241,-8.58118
4E4API,32.83702,-8.58028
H0P06I,32.96397,-8.57931
BZGE8I,34.31246,-8.57891
MER8XT,32.97038,-8.57839
E09DL9,32.83686,-8.57811
CEYGLW,32.83686,-8.57808
1TOLXY,34.31416,-8.5772
AA1MYP,34.31142,-8.57717
ENVDC1,33.89229,-8.57715
R65NKR,32.96939,-8.57656
PA41TR,34.30957,-8.57444
4FH4XY,33.89316,-8.57352
FF3158,33.8968,-8.57349
K2JELK,32.96393,-8.57294
IXJP9B,34.41735,-8.57149
RMNUQK,34.46216,-8.57102
8KDKWF,34.46125,-8.571
ZH6EW9,34.42292,-8.57081
7VSLXI,34.4222,-8.57074
RZTYM4,32.96465,-8.57021
NON5XO,33.87311,-8.56975
EFG6MB,33.85128,-8.56963
M1H4P8,34.32763,-8.56918
GS2R7A,34.44237,-8.56905
6WXVRO,33.8376,-8.56861
N7PKB1,34.33568,-8.56837
GT6OGI,34.45763,-8.5683
IL1J38,34.45757,-8.56829
AVDOX4,34.33846,-8.56772
JWWNHF,34.45845,-8.56746
IW2B8U,33.87941,-8.56709
J5647J,33.88117,-8.56623
WD6NW1,32.96731,-8.56577
H3JBZN,33.88937,-8.5653
ZRFQ6V,33.87938,-8.56528
8KX3EK,32.97098,-8.56482
1A6GOS,34.40837,-8.56433
5KZWIL,33.00827,-8.56418
0UHBPD,33.84206,-8.56417
9ROF0O,33.88202,-8.56352
78XSQV,32.95741,-8.56293
NDLI31,33.8511,-8.56241
3MIG0L,33.84291,-8.56235
2OJDUZ,32.62624,-8.56177
FB50Z2,33.8829,-8.56172
HOVBJU,32.95723,-8.56022
XEKUNV,32.9572,-8.56015
WOBG6K,33.89196,-8.55993
IQPVY2,33.83188,-8.55958
GX2M75,33.00266,-8.55873
NLEDLE,33.0027,-8.55873
P7J2N9,33.00807,-8.55775
D2ZIMD,33.82734,-8.5568
1C530W,32.84463,-8.55505
SD0BRM,32.91988,-8.55462
EPONWJ,33.89365,-8.55452
AC4WK2,33.82817,-8.55409
8QC3Y4,34.44725,-8.55376
6DQ557,34.29631,-8.55366
WUOOKX,33.84909,-8.55339
R28K2W,34.44896,-8.55289
VQ48Q3,32.64035,-8.55286
Q7HRWS,33.8527,-8.55242
KQPKRH,32.64034,-8.55198
RC7J20,32.64033,-8.55108
FIP01G,32.92532,-8.55105
IP8UF0,34.30259,-8.551
BAFQ69,33.9018,-8.55099
FO9RY3,33.89904,-8.55096
W4BTVO,34.30164,-8.55008
WR7OPO,34.29527,-8.54914
U1TOOR,32.64293,-8.54842
RQCQAK,34.44793,-8.54841
KTLTM9,34.30251,-8.54829
IR7QFR,34.29612,-8.54731
5ETPOR,34.29522,-8.54729
ZOAU2Z,34.30522,-8.54647
X4VIQK,32.996,-8.54603
2N1IM5,34.31971,-8.54568
I3TJYU,34.32506,-8.5403
YD3QXJ,32.98138,-8.53962
GTPALL,34.43884,-8.5396
MWRCF2,32.99769,-8.53882
NQKDHI,34.32149,-8.53854
NQD4JS,34.31778,-8.53846
AIUNT8,34.32044,-8.53845
3IT5CI,34.41673,-8.53754
KR5LDW,32.62095,-8.53503
6G8K36,32.61906,-8.53464
FCGLO4,31.98027,-8.53181
UMA5H3,32.95754,-8.52771
4EQJMX,32.83602,-8.52692
HFWOAO,32.62631,-8.52656
7L3P7B,32.8369,-8.52608
0KZH4U,32.83043,-8.52597
5BZ3WI,32.99016,-8.52523
V7EMKY,32.83041,-8.52513
BYAXTN,32.83859,-8.52421
H2ZOJV,32.6107,-8.52281
EXZ7IO,32.83975,-8.52133
F9ZY3P,31.96927,-8.52081
EM1G67,31.96469,-8.52078
YG1VUM,31.99831,-8.52008
KJOLJ5,31.96936,-8.51979
BOF52S,32.99007,-8.51973
LYYTU4,32.91102,-8.51836
O2VBAU,32.61333,-8.51835
0BX7AR,32.91468,-8.51834
7B9HHZ,31.99815,-8.51643
X1LU92,32.86379,-8.51349
C50GSN,32.86555,-8.51343
WTDQ0W,32.86643,-8.51266
U3NT79,32.86382,-8.51086
WT6L4N,32.85737,-8.51077
QYTHWG,32.85555,-8.50986
8T8PMM,31.37249,-8.4998
ZTLNTH,31.37153,-8.49945
YDI2X4,31.37953,-8.49063
M2I56B,31.37923,-8.48732
8014KH,31.38053,-8.48557
80KE8O,31.42239,-8.48381
2MMCLV,31.43825,-8.48035
060JPV,31.38269,-8.4799
7N5R3V,31.38234,-8.47821
PYMY2I,31.37828,-8.47555
F9P60V,31.43315,-8.47512
3ZSFT0,31.40716,-8.47333
7T41RW,31.40409,-8.47017
4CYJ4H,31.40971,-8.46939
ATI2HJ,31.4241,-8.45883
SX7TLO,31.42047,-8.45877
SV0FOG,31.3923,-8.45327
GUD0J4,31.42221,-8.45258
GUG8W7,31.42027,-8.44975
ZD0ZND,31.40067,-8.44951
FLRFWN,33.27178,-8.44471
WK6ZSX,33.27708,-8.44028
H3IGR4,33.25055,-8.43654
FA21JO,33.24982,-8.43461
N4DXC8,33.24871,-8.43153
EQ9ZWL,31.41816,-8.42984
DPUWZE,31.41812,-8.4271
VRX1LS,33.28865,-8.42397
K6JWR4,31.41351,-8.42253
DP1X3X,31.36633,-8.42228
IIO52H,31.41349,-8.42077
LM9JCH,31.38991,-8.4197
J2HCW5,31.38079,-8.41967
92D28A,31.38095,-8.41965
UHB1UD,33.33026,-8.41883
Q1G5LA,33.35496,-8.40704
HAX5OI,33.35828,-8.40653
03ZC9I,33.32991,-8.39979
BQQ67O,33.30431,-8.39701
67MXOG,32.42821,-8.37884
SMZTUR,32.43285,-8.37786
4SO8SM,32.4182,-8.37687
VLXFBD,32.42095,-8.37604
81EFPT,32.41904,-8.37416
LT08YF,33.33704,-8.37314
EF6B9B,32.37551,-8.37032
KDJI31,33.34102,-8.36925
1ML76F,32.39077,-8.36867
3XWY06,33.33829,-8.36828
OG6L12,32.37271,-8.36751
P3OXCO,32.39167,-8.36681
W4GX71,32.39535,-8.36678
CMM5HB,32.40699,-8.36649
CEOH44,32.39531,-8.36406
8ZJ1OT,32.41002,-8.36239
BVNCW5,32.41433,-8.36231
PZKL7Z,32.40846,-8.36197
10UGW6,31.54565,-8.36171
QCDRLT,31.63113,-8.36047
56P5NW,31.6316,-8.35903
UU7XGY,32.44683,-8.35715
4D0DRY,33.28447,-8.35708
MQ1J2K,31.58173,-8.35574
JJ9DUX,31.5619,-8.35471
51ICOU,31.58083,-8.35462
JDFZ2Q,31.58636,-8.35458
EVL1HD,33.27983,-8.35438
HGESZO,33.27808,-8.35252
9H5F8A,31.58721,-8.34831
XJODJB,33.35881,-8.34768
CQ7895,32.43308,-8.34618
