ID,Longitude,Latitude
MQNTAX,33.01403,-3.01433
RGRUDE,34.32239,-3.01429
FSX974,33.06379,-3.01419
REYVUG,34.11442,-3.01382
K5EJ4S,33.18575,-3.01359
DSHNHB,32.2106,-3.01358
04XJEW,33.73471,-3.01356
CEKQRT,32.60324,-3.01352
Z0957X,33.06335,-3.01331
WS9I7V,33.8364,-3.01258
LF73PC,33.04395,-3.01244
27RXMW,33.05955,-3.01236
3NDRO5,33.013,-3.01233
ORVNX4,33.01149,-3.01198
K5PULF,33.94268,-3.01165
411KHL,33.0116,-3.01134
JGAE0E,33.04379,-3.01133
OJVXRD,33.02061,-3.01117
FHW89O,33.01961,-3.01115
UPHMWI,33.01497,-3.01108
NSOEFT,33.06675,-3.01057
CV1KN3,31.72335,-3.01051
TR22UZ,34.0285,-3.01049
SUK2XC,32.13167,-3.01047
28BN1P,33.06194,-3.01036
XEVLCG,34.17997,-3.01018
MNO8MP,33.64658,-3.01018
J1YNMW,33.04212,-3.01016
9FSYWD,33.06552,-3.01007
YB48CF,33.06552,-3.01007
FC8NKJ,33.04992,-3.00985
6AVR40,33.04369,-3.00977
68B556,33.60815,-3.00973
D90XA3,34.30882,-3.00962
KP06HP,34.10988,-3.00929
8Y7LXC,33.06179,-3.00912
GPUNQJ,33.01538,-3.0091
LBNIXZ,33.01538,-3.0091
FJSNOX,33.16543,-3.00886
4BVKYL,33.89062,-3.00876
G72I8S,31.76848,-3.00876
N1RQJ5,33.04374,-3.00868
ZUF3X9,34.04659,-3.00847
CVMBHM,33.01378,-3.0077
71ZAO4,32.082,-3.00762
1GIF2S,32.07296,-3.00755
K3CZ5W,33.79144,-3.00748
GHMB5D,34.14155,-3.00746
5SK5ER,33.04496,-3.00733
V9MFKM,33.04496,-3.00733
IFI9LP,32.04139,-3.00721
WH373R,33.06123,-3.00715
UJZVQH,33.92451,-3.00693
A3UPVP,33.04849,-3.00676
SXS1FB,31.79328,-3.00675
3A9V0X,31.7684,-3.00651
C493E3,32.96923,-3.00642
D1JQLL,33.04486,-3.00558
SPMAQV,33.61029,-3.00519
P39PYX,33.93129,-3.00478
ZM48GI,33.72337,-3.00442
K1HEXG,33.04475,-3.00442
NKJUZH,32.58744,-3.00431
KWC754,33.7731,-3.00277
3CL9EL,33.72553,-3.00217
CBXY60,34.23399,-3.00175
JTVBTO,33.61263,-3.00071
GZRCK6,33.57654,-3.00036
K4VKIM,32.97096,-2.99995
3128HH,34.23868,-2.99969
QFK4PK,34.22513,-2.99952
FMNNDM,33.66455,-2.99918
31KA64,33.16086,-2.9975
W143T6,31.72558,-2.99703
S2B585,33.01799,-2.99663
CQXAVH,34.16862,-2.99657
2EPTZ1,34.2433,-2.99644
V3Z8TM,33.01508,-2.99589
TNVK9Q,33.0195,-2.99554
ZMI9O2,33.01425,-2.99517
274255,34.21151,-2.99484
6K1RY8,33.01542,-2.99471
PXR1HU,33.01638,-2.99446
UL4G03,33.03627,-2.99404
XESMYX,33.59005,-2.99381
9J48JC,34.30196,-2.9938
OT57ED,33.94698,-2.99358
I3O71G,33.01487,-2.99325
US9UX3,33.03553,-2.9932
036EX8,33.08025,-2.99296
60GV4J,33.01611,-2.99282
4STYT8,33.01611,-2.99282
PJ4JI4,33.03662,-2.99227
AAC1F8,33.01836,-2.99216
1MV2V1,33.04,-2.99176
90FBJF,33.60587,-2.99163
LMTNE5,33.08205,-2.99153
7DKC11,33.07735,-2.99146
NZJVM9,33.07735,-2.99146
IYMDPE,33.07802,-2.99121
PZCX84,31.81101,-2.9911
OFGKCA,33.0399,-2.99095
OXVLPH,33.07949,-2.99087
R0E6NX,33.06522,-2.99075
A1UCJO,33.01644,-2.99041
0E1JFG,31.73226,-2.99032
VEP9Z4,32.13381,-2.99018
E6C8MX,33.08428,-2.98988
TDOZ2V,34.32913,-2.98963
SNL93V,33.06845,-2.98944
8U63OQ,32.25114,-2.98924
U4N8GS,33.03633,-2.98922
C4620U,32.0007,-2.98872
RXVC95,32.2015,-2.98864
6EXYSW,33.07584,-2.98862
L30SMR,33.06058,-2.9879
XN0LF7,33.06058,-2.9879
PCH5CX,33.06227,-2.98751
ZSEOE5,32.09319,-2.98749
IFTTUQ,33.03326,-2.98747
XDDVYR,33.03326,-2.98747
46Y10V,34.30194,-2.98707
IS8EZJ,33.21045,-2.98686
K68WCX,33.08212,-2.98678
YYDHBW,33.06261,-2.98654
BGDS92,32.20374,-2.98647
MHZGPH,31.99619,-2.98643
Y1AAH3,33.07769,-2.98643
7UTMBY,32.57157,-2.98612
9AW9JN,33.04073,-2.98567
B5H90U,33.06002,-2.98504
2TFQ80,33.0382,-2.98455
4FEF5T,33.06388,-2.98436
GQ5VIP,33.17439,-2.98419
4SSGT4,32.58269,-2.98394
BS7XIK,32.69789,-2.98309
P2S5NL,31.68493,-2.98305
YU8UWS,32.02549,-2.98224
28PPGY,33.17441,-2.9819
IHWUIC,33.6781,-2.98132
5JFN9A,31.70974,-2.98105
24UTAZ,33.07498,-2.98075
WJDFLS,33.95377,-2.98032
HZ5B6H,32.224,-2.97993
3NVG44,32.59637,-2.97964
94TXES,33.16984,-2.97962
ZEZAX7,33.89501,-2.97955
3QV8S5,32.54668,-2.97905
8HCKXV,31.71872,-2.97886
E5TW2B,32.26237,-2.9781
NDCN7I,34.29963,-2.97803
O9PP31,31.98944,-2.97731
LB0WZS,34.23857,-2.97727
UZ212H,34.36295,-2.97661
Z3UCMX,31.67137,-2.97615
QMC0JA,33.74581,-2.97547
6KFRP1,34.41721,-2.97507
N5CTTN,33.68483,-2.97467
6FY696,31.93079,-2.97448
79KWWE,33.91981,-2.97322
JLD085,33.16302,-2.97279
0GS5LD,33.7097,-2.97274
JMPGHS,34.3496,-2.97237
OJ7ZPV,34.29751,-2.97169
YE9UYC,32.68435,-2.97163
IIBROJ,33.77297,-2.97126
ZGOP1H,32.18566,-2.97039
WU2D72,33.82262,-2.96966
PKCQO6,33.9379,-2.96887
CEIOJW,33.66222,-2.96765
JE7O8E,32.22168,-2.96629
8L41XM,33.16755,-2.96606
23JCQR,33.70973,-2.96598
EZ26LO,33.6675,-2.9657
DKRTOS,32.55114,-2.96561
TUIJW2,32.67275,-2.96517
59M17B,34.16617,-2.96503
RV2X38,31.68261,-2.96501
JP88W7,33.96953,-2.96478
XK6QCK,33.9153,-2.96408
TSCFQE,33.77743,-2.96233
6XNC0Y,33.88592,-2.96144
2T9M4V,31.94647,-2.96106
C1ORUU,33.01837,-2.9602
UPFAW8,34.22044,-2.95898
ROSW1C,31.95549,-2.95895
104YEY,32.56014,-2.95888
945NKK,31.6714,-2.95806
Z6RIYD,34.12321,-2.95773
F7MJ27,33.03427,-2.95768
SA60ZL,33.93341,-2.95759
DM93Z2,33.73223,-2.95726
7CB4UH,33.82041,-2.95608
9UUEXU,31.69388,-2.95603
N50PVH,34.29953,-2.95554
0F24C9,34.20666,-2.95551
AGPUTP,33.7277,-2.95487
EO7XUH,33.13585,-2.95444
T9HGGB,32.75205,-2.9544
HDZTT5,33.12905,-2.95434
Y5QAFP,31.94643,-2.95207
LCI33A,34.41035,-2.95016
IRH8FZ,33.82706,-2.94948
2GA86R,34.14353,-2.94669
IV8NL8,33.21944,-2.94636
6L2KIU,32.76107,-2.94551
JCOESM,33.66444,-2.94515
DEJT3A,34.18647,-2.94511
55AQXD,33.82483,-2.94495
ZZ35YE,32.64592,-2.94416
2GMY9D,33.93319,-2.94414
JGHSMX,32.70016,-2.94347
ZV9G6D,33.70499,-2.9434
642A0N,34.22948,-2.94323
T75FNY,33.74785,-2.94168
ST33RB,34.27011,-2.94161
XDA4LU,33.66436,-2.94069
4A901Q,34.18869,-2.94064
LBJW5Q,33.21252,-2.93966
20WMTK,33.19437,-2.93957
5JCJUD,33.56495,-2.93719
PBS9ZY,33.55367,-2.93704
KAOQJF,33.54348,-2.93674
NC1QYQ,32.67292,-2.93548
W0LEGO,33.59749,-2.93161
UV2XGT,34.01453,-2.92929
112KRJ,34.13887,-2.92649
41GJ09,31.76139,-2.92527
LUOBAN,34.00329,-2.92469
LBYGOH,33.54456,-2.92339
XMXRDP,33.99915,-2.92261
6O2FVK,33.19895,-2.92146
AT0JCV,33.86538,-2.92071
GEAB0V,33.98291,-2.91999
97WJ6L,32.65277,-2.91955
2VMBB3,32.65518,-2.91933
DRW2K5,33.79758,-2.9176
CN2ROJ,31.86293,-2.91728
FLTVXE,34.2519,-2.91443
YW05XI,32.77651,-2.91402
APQ93I,34.1817,-2.91388
QJFTBC,33.13347,-2.91385
GRL531,33.81343,-2.91331
QFJQXM,32.71361,-2.91321
DMKIV9,34.23606,-2.9119
WUBKBZ,34.1864,-2.91128
CJ08MG,31.86507,-2.91064
KBLSQ6,31.78621,-2.90979
OACU5G,31.76136,-2.9095
DFXGVU,33.11981,-2.90676
KFXG70,33.91052,-2.90552
IOUQR2,33.59644,-2.90384
GGD4WA,34.12076,-2.90378
ORLLPT,33.89471,-2.90309
J71FB5,34.23155,-2.90292
MQ1G2E,33.96251,-2.90168
UO3L7E,32.47874,-2.90168
VG1VL7,33.93312,-2.90132
2ERY6V,33.89698,-2.90085
ASAZOP,34.16603,-2.89999
5IPY2A,33.13351,-2.89988
OWJPXQ,32.6633,-2.89955
M5DMYW,34.10959,-2.89945
8O8UBD,34.28353,-2.8991
BD7ZMJ,32.60961,-2.89868
DHI5Q2,32.60753,-2.89845
CKDW92,31.76571,-2.89831
NQ4FC4,31.74099,-2.89578
4ORO6W,33.86529,-2.8937
PZRWEG,33.17557,-2.89364
3UGVA2,34.15468,-2.8934
DD262N,32.44041,-2.89226
N2TNZU,34.24523,-2.89199
1DB1VF,32.70674,-2.89086
IYZY38,31.86509,-2.89032
WM9796,33.21917,-2.89021
5W9NRR,32.49657,-2.88829
4CW3YE,31.74775,-2.88676
WC6VQJ,31.86961,-2.88362
IJNWLH,32.44717,-2.88333
P6RX76,33.92853,-2.88328
E5MFPN,33.70481,-2.88266
0QYZWE,33.09952,-2.88219
5GN10V,33.72099,-2.88091
FQWAX0,31.82661,-2.88083
VIVTVU,33.61441,-2.87937
V8FP8A,33.75657,-2.87878
WLKUJF,33.74319,-2.87866
D99C89,33.74097,-2.87864
2TXPAQ,34.19753,-2.8755
FPNXXP,34.19074,-2.8754
3BEHK2,31.73194,-2.87536
WS4UW2,34.11832,-2.87444
CL5R36,31.85157,-2.87431
FMOFD8,33.69349,-2.87353
CAG4OQ,31.74546,-2.87325
W090P2,33.73649,-2.87319
RRKSYY,33.82678,-2.87299
98XO8Y,33.61666,-2.87255
WLWMIE,32.69764,-2.87231
AVWY5X,34.12308,-2.87185
DXIJ9X,31.72487,-2.87116
LJ7SGC,31.73869,-2.87092
A2P2RG,31.84696,-2.86979
YYPCG5,33.27328,-2.86833
0GR2FO,34.08901,-2.86735
J98QU9,31.72966,-2.86633
L3UE5I,33.82226,-2.86617
KUWK0P,33.80579,-2.86603
L7NFBV,33.63016,-2.86598
V7MRXQ,33.93755,-2.86546
IHIHEN,31.91688,-2.86383
RODGHQ,33.62564,-2.86378
2EKJ66,33.70937,-2.86245
5V7ESJ,31.95969,-2.86207
OZYS6U,34.02576,-2.86197
CWA82J,34.09116,-2.86067
73L4F1,33.72278,-2.86017
9XS0A4,34.14098,-2.859
8CD8IT,32.39058,-2.85789
IQGNI4,33.12649,-2.85752
PFF4R1,34.15444,-2.85706
IL8XYP,32.66816,-2.85661
3VLNXO,31.93938,-2.85512
7QPDPF,31.97315,-2.85317
6PV5BL,33.59622,-2.85201
PS3FX5,32.45145,-2.85183
ZOPEA5,32.41074,-2.85179
JTBUO4,32.7336,-2.85061
0YDNEC,33.25767,-2.85048
HIKMH8,34.20901,-2.84879
90V3Y1,31.94836,-2.8484
6HU3O1,33.27114,-2.84814
3XY26U,32.67497,-2.84764
CQU1LB,33.6844,-2.84635
A90WLD,34.02104,-2.8462
1X73EX,32.63653,-2.84497
543QNO,33.0113,-2.8449
XYHFOK,33.58687,-2.84436
1KTIKQ,32.73586,-2.84388
UUQY6W,32.72907,-2.8438
QTPQRX,33.07435,-2.84362
J8EX2L,32.66361,-2.84304
R3ZQGK,31.74316,-2.84161
ROOHQB,31.73182,-2.84153
8KK779,32.79681,-2.84008
L9CLV3,31.91449,-2.83901
Z1H9OL,33.2551,-2.83881
GASDTU,33.94886,-2.8386
SZB9UR,33.20089,-2.83828
339ZN4,33.69081,-2.83767
O374QH,31.98443,-2.83756
WJEYBR,31.76339,-2.83738
V0GJ5A,33.95089,-2.83637
951EBM,33.59623,-2.83632
ZF05FN,33.04295,-2.8363
SOHMLN,32.73808,-2.83491
DCQ1K7,34.0006,-2.83468
J1JWB7,33.98259,-2.83451
RB0SG0,33.05634,-2.83423
6QUFOU,33.59166,-2.83406
TVMF0S,33.95986,-2.83202
G5S1DN,31.99568,-2.83098
KQP156,34.17017,-2.83009
2CUSLZ,31.71148,-2.83005
21EEZD,33.07256,-2.82978
X99B2X,34.29034,-2.82914
L1DJV7,32.64772,-2.82712
ZGRFCZ,32.77863,-2.82407
453TNT,34.26758,-2.82399
S676DH,33.67527,-2.82382
HPRLU3,33.12866,-2.82378
NEQ68W,33.96947,-2.82314
2I0JK6,33.06083,-2.82296
POZJ2P,34.33745,-2.82111
L8OBIJ,32.7764,-2.81958
6L2R0C,33.67928,-2.81927
O8UNAO,31.94144,-2.81906
925E0X,31.93698,-2.81901
L9YNLU,31.93022,-2.81897
Y3B48R,33.97571,-2.81869
AEX3GR,32.7448,-2.81694
YDS80X,32.73125,-2.81679
FIK5PG,34.26052,-2.81561
WW16JO,33.6997,-2.81514
R21UN6,31.94377,-2.81455
AG0GJA,34.32612,-2.81426
LZUW4A,32.37525,-2.81396
F1XNXV,33.68628,-2.81278
LGCHLQ,33.85164,-2.81233
F5CYJX,32.7109,-2.81203
FSA0LE,32.37459,-2.81037
U9RIQF,34.28543,-2.80917
SG8OF3,34.25379,-2.80654
B896RD,33.69546,-2.80606
NU7DSK,33.99045,-2.80568
KKU5DR,32.38594,-2.80377
D26I28,32.70438,-2.80316
MXRJEQ,33.95763,-2.80044
AWUVCO,32.3703,-2.79922
IITK8M,32.45823,-2.79783
WOOONX,34.16788,-2.79642
DNT4JL,32.4472,-2.79539
DXMUMN,32.71086,-2.79422
J0DYOV,33.81751,-2.79419
4LMH7B,32.44682,-2.79322
4CZ8MG,34.19041,-2.79222
P1XPCD,32.3542,-2.79216
WSJAE9,34.18134,-2.79209
DAK7U2,33.81973,-2.79189
7AM0FS,31.88047,-2.79131
KIO2HL,32.4671,-2.7912
ONG1V4,33.67278,-2.79041
POINYD,31.94815,-2.78988
1CLL22,33.10591,-2.78974
T545FR,33.94404,-2.78898
DK2GDB,33.94395,-2.78895
V9SZ97,32.46486,-2.78664
R4GDFR,34.25367,-2.78635
RNVAPE,34.36903,-2.78568
FGB1ON,34.35088,-2.78544
VV9KSB,32.14443,-2.78526
ZALZMS,32.60257,-2.78372
GDZBCH,33.87393,-2.7836
QZ4WFI,34.37128,-2.78334
PXTIFA,34.00727,-2.78092
47B42J,32.71084,-2.78053
GBZTUO,32.08359,-2.78015
1CR47N,33.93954,-2.77989
IAQTJQ,33.8875,-2.77918
NEOP16,34.378,-2.77899
TTBAGO,34.3735,-2.77893
OW3T5Y,31.87369,-2.77774
MTI174,32.97491,-2.77691
11R7M7,32.53023,-2.77619
XIL4WI,34.37121,-2.77436
9W9Y7D,32.16243,-2.77419
9KLH9D,32.34723,-2.77395
69TN3Y,32.33611,-2.77387
V4SZB0,32.71528,-2.77383
4KSO0L,32.32262,-2.77349
Q39C1X,33.94178,-2.77321
UFR7H8,32.73545,-2.77208
F0RODP,34.17223,-2.77173
PYQQND,33.70893,-2.77023
NZI93L,31.9346,-2.76944
8ZOR7C,34.14737,-2.7692
5LPZF4,33.69989,-2.76788
63QARK,32.72686,-2.7671
CDM6RH,34.13832,-2.76682
PT92M8,32.08346,-2.76656
23JI6O,33.89194,-2.76582
PRSACR,32.61139,-2.76579
COU4K1,33.68858,-2.76548
A0KI2L,32.07895,-2.76426
1UZ5DZ,32.06767,-2.76412
UOEYD6,32.57311,-2.76317
OFMH24,34.35069,-2.76302
HC7EQR,34.24045,-2.76126
VPKKJ3,32.75588,-2.76079
ZPL2WV,33.66821,-2.76067
CYVDPE,32.54376,-2.7606
MER9W9,31.89393,-2.75992
EHM1WM,32.48058,-2.7574
CHMLAN,34.03659,-2.7565
2FQB97,34.01847,-2.75627
UFZ3EF,34.02354,-2.75611
GOWYXL,32.83711,-2.75495
4UTXJW,32.57078,-2.7541
9ZOLCZ,34.12021,-2.75308
Q4JPQN,33.92127,-2.7527
LSJFQJ,33.00644,-2.75249
HNA9FH,32.95224,-2.75188
9X1723,32.7287,-2.75144
FAC67W,32.8619,-2.75078
4186U6,33.70658,-2.74996
OY90Z9,32.75616,-2.7495
KANEXR,32.81916,-2.74802
MNMHY8,33.89864,-2.74793
RQHBNI,32.1622,-2.74753
MZOHLD,32.77168,-2.74522
VBHO6E,33.83082,-2.74512
ZHEIDR,33.67498,-2.74502
WDFDKQ,32.72657,-2.74498
0R3KCS,33.6522,-2.74471
VU7RFQ,34.13146,-2.74383
PNYY42,34.05459,-2.74378
EP8MXA,32.80999,-2.74339
10MODY,32.61143,-2.74333
9GW5U0,32.49392,-2.74332
CKK5RP,33.86703,-2.74301
XN4HP5,33.69308,-2.74298
UCROWU,33.9755,-2.74219
CYGXDX,34.04551,-2.74076
7JXLZU,33.74937,-2.73924
HWH12S,31.61385,-2.73914
NBLCNT,32.80771,-2.73886
XU8IG5,32.54821,-2.73806
MX4C80,32.45108,-2.73469
GLV2RX,32.80323,-2.73458
E31PFY,33.7133,-2.73425
T18657,32.76485,-2.73388
HG93MG,33.65929,-2.73358
FRVCKZ,33.66585,-2.73139
O67OJD,32.71968,-2.73109
OSPGBH,33.95963,-2.73072
4C75B5,31.6864,-2.7306
UP82E8,31.67284,-2.73042
TRNQB1,32.3069,-2.72853
U856QZ,32.78944,-2.72722
CIYA5T,31.61195,-2.72531
DP5KUN,32.30453,-2.72414
TKYI8D,32.84383,-2.72351
GWMBX5,33.73363,-2.72329
0BBP6K,33.71754,-2.72296
7D0AA2,32.78962,-2.72284
A7UZZ7,33.86016,-2.72266
1UWXEC,32.77596,-2.72089
2N9E5E,32.49164,-2.7195
EMI8NQ,31.51047,-2.71741
WWCN83,32.83929,-2.71675
SSUO7F,32.58199,-2.71596
88JT8W,32.55485,-2.71562
MUBSBK,32.6903,-2.71497
QGC0W2,33.90308,-2.71427
PEOL36,31.60511,-2.71395
E5DNP1,33.84877,-2.71348
SYXFQJ,32.15772,-2.71328
X7OPJX,32.73772,-2.71328
PTLVDP,31.50164,-2.71273
BB764D,33.87141,-2.71156
7F5A21,33.8375,-2.71112
8ZFCUW,32.15772,-2.71103
RZ2KMK,32.51196,-2.71063
FKGROV,31.69536,-2.71041
9PYK02,33.79233,-2.70832
XG8U95,33.87591,-2.70716
J3CFDI,32.59542,-2.70708
LIT2QY,33.78328,-2.70591
BTXFPE,31.67952,-2.70576
RPLLQZ,33.8827,-2.705
4MD285,31.67506,-2.70344
O0ZMXM,32.94534,-2.70241
PZ956X,32.49393,-2.70146
AVBOAF,33.51893,-2.70037
1E01CL,31.68908,-2.69926
17KEDS,33.43296,-2.69925
C6NN1Z,32.45325,-2.69866
JKQ9TA,33.71322,-2.69831
ZPEHRJ,32.55027,-2.69756
QUTDCB,32.51417,-2.69715
RTDAM9,33.79455,-2.69713
HNORJT,31.50816,-2.69709
OI3CEO,33.38567,-2.69643
8J02DV,33.49179,-2.69547
DWPGLR,33.79678,-2.69485
CUDACT,32.59314,-2.69353
NRHMOZ,31.50585,-2.69253
ERJ655,33.77873,-2.69239
7HGWP6,31.62783,-2.69175
6TUGRG,32.60215,-2.69142
CFRCWG,32.46223,-2.68977
TVVM0O,32.23666,-2.68949
EOGBBB,32.77147,-2.68892
YPQ799,33.47829,-2.68862
RRLNSX,32.74659,-2.68861
TN8I2H,31.61878,-2.68706
XS2H55,33.51216,-2.68669
DKCMJ8,33.76752,-2.68551
WHZZZL,32.25014,-2.68507
YVNAZP,32.73303,-2.68394
KWTF1R,33.77868,-2.68342
K7CGY9,32.80079,-2.68253
7U4RCM,33.70643,-2.68249
65MVEK,34.02046,-2.68209
C785M8,32.51644,-2.68142
OT6IMD,32.48022,-2.681
DRU4YH,31.47211,-2.68096
8TWVB4,32.47354,-2.68089
9EZ1A7,33.92553,-2.6808
ZHM0AF,32.57958,-2.6799
MUBML8,32.75112,-2.67966
MN8LT4,32.5367,-2.67938
WRMBWQ,31.72232,-2.67913
THKNSA,33.74026,-2.67842
IEEM2M,32.80974,-2.67813
BJXOR2,32.76689,-2.67761
17EMH9,32.53221,-2.67707
PWIGPZ,32.13958,-2.67481
2MDZI3,33.44431,-2.67464
XHN5RA,31.4743,-2.67422
CRA9UA,33.71989,-2.67141
ZQIBPL,32.55472,-2.67058
764YWL,33.44204,-2.67009
V4VC8F,31.47433,-2.66956
EDJMKW,33.73799,-2.66937
2OPIMO,34.00689,-2.66836
5SZCEW,31.7223,-2.66788
7O1P7Q,32.50956,-2.6678
KCXUB8,33.47364,-2.66605
J4W472,32.53214,-2.66581
8W9UW7,32.69013,-2.66547
K7HL3K,32.45958,-2.66525
EECN7U,33.58207,-2.66519
JCT0JF,32.4622,-2.66501
Q9VMN6,31.58474,-2.66413
NLGLJL,34.01806,-2.6637
WJQ8FE,33.46223,-2.6635
NK93HC,32.25687,-2.66262
YR1X6Y,32.79176,-2.66212
4XW0HS,32.40125,-2.662
3ESUWC,34.13794,-2.66112
WL9J7Y,33.6138,-2.66103
R9HDFY,33.53689,-2.66003
X0GDM9,33.69277,-2.65979
V82ZGO,32.38776,-2.65959
WEEO82,32.52311,-2.65898
8EEDN1,34.0271,-2.6575
3G34XG,31.56654,-2.6571
6BKIMW,32.37174,-2.65705
L9VKS6,33.81702,-2.65687
2OBBFI,33.68373,-2.65525
8P3RET,32.55243,-2.65478
9ST07P,33.42388,-2.65413
Q6QKSV,32.39443,-2.65295
ZO6HQN,34.17865,-2.65268
GWDF4X,34.02275,-2.65241
Y38DT9,33.6204,-2.65217
FGI81C,32.30906,-2.65193
WGIRUS,33.77635,-2.65185
84CHTQ,34.20576,-2.65077
53YKR0,33.90325,-2.65037
QPWG2H,34.16961,-2.65021
4XHL3M,33.80571,-2.65001
V6RY82,33.2614,-2.64994
NU21CP,33.76958,-2.64953
96MY23,31.63881,-2.64902
YLEPG6,33.34482,-2.64864
MVSDZU,33.81475,-2.64791
F6AILT,31.47868,-2.64722
D3CPFL,34.26906,-2.64711
3UT3V2,34.23737,-2.64669
3DGY6I,34.18992,-2.64605
CO9XG3,33.76054,-2.64485
BI6GF6,33.65207,-2.64359
83OSPX,31.55314,-2.64347
J3Y9GV,32.33352,-2.64325
BUVJW6,33.35841,-2.64208
K0OLWH,32.59077,-2.64173
89WIJN,33.66783,-2.64153
K8ZEYG,34.16951,-2.64127
QLRE8F,32.32518,-2.64104
VWQGZ1,32.33353,-2.641
0E4LJG,33.97291,-2.64096
PRSQ8L,33.41709,-2.64055
820214,33.756,-2.64038
O01JTT,33.93452,-2.64037
78L6V5,33.66179,-2.64022
TOT07T,33.88706,-2.63984
O44ULH,31.59145,-2.6394
DD1QUJ,34.02487,-2.63937
ZB1UFO,32.57949,-2.63936
YP9JVM,34.18763,-2.63928
JB8H3I,33.65655,-2.63915
7JEK71,34.31208,-2.63855
PG4SJ6,33.53906,-2.63761
IASKSY,32.5998,-2.63731
CSVBPW,32.34255,-2.63657
GMAMST,33.87347,-2.63326
V03WF2,32.59974,-2.63282
KR33HD,34.20112,-2.63268
NWBUMP,31.74473,-2.63204
42O0XG,33.27479,-2.63204
NJ3AO7,33.73331,-2.6311
5S4T0P,33.61847,-2.63078
18PXU2,34.20793,-2.63056
7PUDAW,32.34691,-2.63003
R362UI,33.78762,-2.62951
30W3CN,34.27349,-2.62917
1LB0A8,34.20118,-2.62821
O2D5AZ,34.20117,-2.6282
AL0AEC,34.18085,-2.62796
JMUF90,32.5343,-2.62757
SEUFWM,31.68388,-2.6269
D9BO7R,31.65243,-2.6267
R4IEUX,33.63844,-2.62538
L2OSI8,33.45319,-2.62528
JYC127,32.71258,-2.62518
M06UH7,31.68517,-2.62506
LJG0R4,33.22735,-2.62468
LDMWLE,32.55235,-2.62326
MPUDEI,33.58405,-2.62236
ILDCH2,33.5797,-2.62235
XF1YV3,31.65904,-2.62215
TP8YR8,33.72228,-2.6219
A4AJ97,34.0316,-2.6215
C0RWWC,33.29283,-2.62098
OUZUH1,33.09184,-2.62072
K360SY,33.58192,-2.62009
TZ2C0I,33.74008,-2.61987
O70I8R,32.56588,-2.61893
FTRCZB,34.29385,-2.6182
OTNXRK,33.20474,-2.61765
FMFVWO,33.68374,-2.61678
LL3U4K,33.05812,-2.61594
KG07NG,34.04517,-2.61494
CY0ABU,33.91645,-2.61483
D4605A,33.60449,-2.6137
9FNKA0,32.07624,-2.61328
KHNN7A,34.24631,-2.61302
5TY55G,33.15505,-2.61255
FYP3M6,32.59746,-2.61251
Y6ALKC,32.71256,-2.61167
N3QLNA,32.49366,-2.61129
5VT0LI,34.27567,-2.61122
MBQROX,32.80513,-2.6105
69V17Q,32.54545,-2.6099
CUL5PF,34.17395,-2.60983
